IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.90.149.219,443,443,TRUE,FRA,Europe,Frankfurt,191,5.4
34.89.234.44,443,443,TRUE,FRA,Europe,Frankfurt,169,5.4
34.65.203.120,443,443,TRUE,FRA,Europe,Frankfurt,179,5.39
34.154.45.210,443,443,TRUE,FRA,Europe,Frankfurt,185,5.38
34.65.215.142,443,443,TRUE,FRA,Europe,Frankfurt,173,5.38
34.154.27.36,443,443,TRUE,FRA,Europe,Frankfurt,185,5.35
34.118.76.96,443,443,TRUE,FRA,Europe,Frankfurt,188,5.33
34.65.243.249,443,443,TRUE,FRA,Europe,Frankfurt,177,5.32
34.65.10.225,443,443,TRUE,FRA,Europe,Frankfurt,186,5.32
34.65.27.156,443,443,TRUE,FRA,Europe,Frankfurt,227,5.31
34.65.137.19,443,443,TRUE,FRA,Europe,Frankfurt,175,5.3
34.118.60.134,443,443,TRUE,FRA,Europe,Frankfurt,189,5.25
34.116.202.128,443,443,TRUE,FRA,Europe,Frankfurt,190,5.2
34.65.83.205,443,443,TRUE,FRA,Europe,Frankfurt,251,5.19
34.65.36.136,443,443,TRUE,FRA,Europe,Frankfurt,182,5.17
34.65.163.137,443,443,TRUE,FRA,Europe,Frankfurt,223,5.16
34.65.174.22,443,443,TRUE,FRA,Europe,Frankfurt,178,5.16
34.118.70.74,443,443,TRUE,FRA,Europe,Frankfurt,189,5.15
34.118.116.97,443,443,TRUE,FRA,Europe,Frankfurt,252,5.01
34.65.240.28,443,443,TRUE,FRA,Europe,Frankfurt,173,5.01
34.118.112.23,443,443,TRUE,FRA,Europe,Frankfurt,190,4.98
34.65.45.214,443,443,TRUE,FRA,Europe,Frankfurt,179,4.97
34.65.240.216,443,443,TRUE,FRA,Europe,Frankfurt,177,4.96
34.65.97.221,443,443,TRUE,FRA,Europe,Frankfurt,176,4.93
34.118.68.119,443,443,TRUE,FRA,Europe,Frankfurt,194,4.92
34.141.39.148,443,443,TRUE,FRA,Europe,Frankfurt,215,4.91
34.147.113.43,443,443,TRUE,FRA,Europe,Frankfurt,230,4.89
34.66.72.229,443,443,TRUE,ORD,North America,Chicago,193,4.89
34.65.215.142,443,443,TRUE,FRA,Europe,Frankfurt,177,4.88
34.118.58.248,443,443,TRUE,FRA,Europe,Frankfurt,190,4.87
34.105.233.161,443,443,TRUE,LHR,Europe,London,242,4.86
34.105.189.25,443,443,TRUE,LHR,Europe,London,221,4.85
34.116.197.210,443,443,TRUE,FRA,Europe,Frankfurt,192,4.83
34.118.88.27,443,443,TRUE,FRA,Europe,Frankfurt,188,4.8
34.65.238.73,443,443,TRUE,FRA,Europe,Frankfurt,177,4.77
34.65.45.214,443,443,TRUE,FRA,Europe,Frankfurt,176,4.74
34.65.65.83,443,443,TRUE,FRA,Europe,Frankfurt,179,4.71
34.65.130.33,443,443,TRUE,FRA,Europe,Frankfurt,174,4.71
34.65.189.135,443,443,TRUE,FRA,Europe,Frankfurt,205,4.7
34.116.141.170,443,443,TRUE,FRA,Europe,Frankfurt,198,4.65
34.65.227.171,443,443,TRUE,FRA,Europe,Frankfurt,176,4.62
34.154.213.202,443,443,TRUE,FRA,Europe,Frankfurt,231,4.62
34.65.68.41,443,443,TRUE,FRA,Europe,Frankfurt,177,4.62
34.65.163.137,443,443,TRUE,FRA,Europe,Frankfurt,218,4.62
34.65.153.178,443,443,TRUE,FRA,Europe,Frankfurt,177,4.6
34.65.82.210,443,443,TRUE,FRA,Europe,Frankfurt,180,4.57
34.65.240.28,443,443,TRUE,FRA,Europe,Frankfurt,180,4.5
34.65.204.207,443,443,TRUE,FRA,Europe,Frankfurt,272,4.49
34.65.27.255,443,443,TRUE,FRA,Europe,Frankfurt,243,4.43
34.147.114.136,443,443,TRUE,FRA,Europe,Frankfurt,180,4.42
34.34.40.79,443,443,TRUE,FRA,Europe,Frankfurt,201,4.32
34.116.172.36,443,443,TRUE,FRA,Europe,Frankfurt,180,4.29
34.65.73.32,443,443,TRUE,FRA,Europe,Frankfurt,250,4.25
34.32.145.169,443,443,TRUE,FRA,Europe,Frankfurt,174,4.22
34.65.173.134,443,443,TRUE,FRA,Europe,Frankfurt,163,4.19
34.116.132.90,443,443,TRUE,FRA,Europe,Frankfurt,212,4.17
